rpa;tipo_cod;tipo;cod_escola;escola;inep;rua;numero;cod_bairro;bairro;metragem;qtd_alunos;qtd_turmas;qtd_professores;escola_climatizada;data_visita;quadra_coberta;quadra_descoberta;biblioteca;sala_recurso;gestor;longitude;latitude
5;1;ESCOLA MUNICIPAL;002;DE TEJIPIO;26123550;TUTOIA;165;922;COQUEIRAL;757,8;502;21;23;NÂO;8/2/2017;NÃO;NÃO;SIM;SIM;MARCELLE PEREIRA DE LIMA BARBOSA;-34.96452;-8.09205
5;1;ESCOLA MUNICIPAL;948;DO BARRO;26168073;GUIRAGIBE;117;876;BARRO;244,6;225;10;8;NÂO;;NÃO;NÃO;SIM;SIM;LILIA MARIA DA SILVA SANTOS AGUIAR;-34.94238;-8.08882
5;1;ESCOLA MUNICIPAL;927;DO PANTANAL;26168111;PADRE DIOGO;240;876;BARRO;195;148;9;6;SIM;16/4/2018;NÃO;NÃO;NÃO;NÃO;KATIA PAIXAO DA SILVA;-34.95873;-8.10629
5;1;ESCOLA MUNICIPAL;950;DO SANCHO;26168120;JOAO FERREIRA;427;906;SANCHO;759;383;23;19;NÂO;;NÃO;NÃO;SIM;SIM;MARCIA REJANE DA SILVA;-34.96025;-8.08724
5;1;ESCOLA MUNICIPAL;029;DOM BOSCO;26123487;ALVENOPOLIS;600;868;JARDIM SAO PAULO;1652;501;16;14;NÂO;;NÃO;SIM;SIM;SIM;JOSE GOMES DOS SANTOS;-34.94834;-8.07947
5;1;ESCOLA MUNICIPAL;084;DOS REMEDIOS;26119145;DO BONGI;91;663;PRADO;732,5;401;24;18;NÂO;19/6/2017;SIM;NÃO;SIM;SIM;IRACEMA PORTO VALENCA DOS SANTOS;-34.90928;-8.06878
5;1;ESCOLA MUNICIPAL;089;DOUTOR ANTONIO CORREIA;26123495;MANOEL SALVADOR;360;876;BARRO;373;200;16;12;NÂO;2/4/2018;NÃO;NÃO;SIM;NÃO;FLAVIA RENATA FARIAS PUGLIESI;-34.94282;-8.0888
5;1;ESCOLA MUNICIPAL;291;EDITE BRAGA;26123088;NICOLAU PEREIRA;85;779;AFOGADOS;331,2;383;21;18;NÂO;;NÃO;NÃO;SIM;SIM;EDMILSA JOSEFA DE SANTANA;-34.90502;-8.07914
5;1;ESCOLA MUNICIPAL;602;ESCOLA SANTA LUZIA;26190915;PROFESSOR CALDAS FILHO;186;833;ESTANCIA;;280;14;12;NÂO;;SIM;NÃO;SIM;SIM;GEORGE DA SILVA PEREIRA;-34.92852;-8.0853
5;1;ESCOLA MUNICIPAL;076;GENERAL SAN MARTIN;26119617;GENERAL SAN MARTIN;1864;817;SAN MARTIN;762,7;391;19;16;NÂO;;NÃO;NÃO;SIM;SIM;ELISANGELA DA SILVA RIBEIRO;-34.92806;-8.06739
5;1;ESCOLA MUNICIPAL;917;GOVERNADOR MIGUEL ARRAES DE ALENCAR;26177951;TAPAJOS;419;833;ESTANCIA;708,5;499;27;21;SIM;3/7/2017;SIM;NÃO;SIM;SIM;MARIA SALVIANA SANTOS DE SANTANA;-34.92544;-8.09244
5;1;ESCOLA MUNICIPAL;024;HUGO GERDAU;26120810;CORONEL MIZAEL DE MENDONCA;S/N;817;SAN MARTIN;645,5;460;22;21;SIM;12/4/2017;SIM;NÃO;SIM;SIM;MARIDJA ARAUJO DE MELO;-34.93647;-8.06958
5;1;ESCOLA MUNICIPAL;371;ISAAC PEREIRA DA SILVA;26158310;OITICICA LINS;S/N;850;AREIAS;613,8;301;15;11;SIM;;NÃO;NÃO;SIM;SIM;MARIA LUCIA DE SENA TENORIO SANTOS;-34.93482;-8.09327
5;1;ESCOLA MUNICIPAL;304;JARDIM UCHOA;26158280;PALMARES;211;850;AREIAS;404,7;235;14;14;SIM;11/12/2017;NÃO;SIM;NÃO;SIM;FLAVIA REGINA GUERRA CAMARA;-34.93674;-8.09484
5;1;ESCOLA MUNICIPAL;101;MANOEL ROLIM;26134057;PAJUSSARA;57;892;TEJIPIO;154,5;114;11;10;NÂO;2/4/2018;NÃO;NÃO;NÃO;SIM;VALDETE DE OLIVEIRA MENEZES;-34.94829;-8.0878
5;1;ESCOLA MUNICIPAL;136;MARECHAL RONDON;26123630;;3305;892;TEJIPIO;;441;14;2;NÂO;;NÃO;NÃO;SIM;NÃO;ANDREA CRISTINA DA SILVA COSTA;;
5;1;ESCOLA MUNICIPAL;098;PADRE JOSE DE ANCHIETA;26119331;CAPITAO ADOLFO TAQUIS;S/N;787;MUSTARDINHA;850,2;542;24;18;SIM;5/7/2017;NÃO;SIM;SIM;SIM;SANDRA COSTA SOUZA;-34.91789;-8.0733
5;1;ESCOLA MUNICIPAL;072;PADRE JOSE MATHIAS DELGADO;26120780;DOUTOR DEVALDO BORGES;S/N;868;JARDIM SAO PAULO;826,5;434;20;19;NÂO;;SIM;NÃO;NÃO;SIM;MARIA HELENA SIQUEIRA JACOBINE;-34.94013;-8.07908
5;1;ESCOLA MUNICIPAL;354;PARQUE DOS MILAGRES;26164701;CANTOR LEANDRO;S/N;876;BARRO;357,1;199;10;8;NÂO;;NÃO;NÃO;NÃO;NÃO;ADRIANA DOS SANTOS MOURA;-34.94914;-8.10604
5;1;ESCOLA MUNICIPAL;972;POETA CARLOS PENA FILHO;26170795;ITAMONTE;461;868;JARDIM SAO PAULO;850;289;14;11;NÂO;16/2/2017;NÃO;NÃO;SIM;NÃO;MARIA LUCIA PORTO DE LUCENA;-34.95507;-8.08093
5;1;ESCOLA MUNICIPAL;335;PROFESSOR ANTONIO DE BRITO ALVES;26153386;ERNESTO CAVALCANTI;41;787;MUSTARDINHA;1515;869;32;33;NÂO;5/7/2017;SIM;NÃO;SIM;SIM;VALERIA DA FONSECA SILVA;-34.91806;-8.07386
5;1;ESCOLA MUNICIPAL;339;PROFESSOR POTIGUAR MATOS;26154137;VINTE E UM DE ABRIL;2191;817;SAN MARTIN;1151,3;409;18;14;NÂO;;NÃO;NÃO;SIM;SIM;GERLANE RODRIGUES DA SILVA ARAUJO;-34.92556;-8.07268
5;1;ESCOLA MUNICIPAL;064;PROFESSORA MARIA DA PAZ BRANDAO ALVES;26120569;DA FELICIDADE;51;906;SANCHO;1229,2;597;30;25;NÂO;8/2/2017;NÃO;SIM;SIM;SIM;CLAUDIA VIDAL DA SILVA PEREIRA;-34.96127;-8.08235
5;1;ESCOLA MUNICIPAL;290;PROFESSORA PRIMITIVA DE BARROS SILVA;26123649;ATOR ELPIDIO CAMARA;122;868;JARDIM SAO PAULO;403;214;14;12;NÂO;;NÃO;NÃO;SIM;NÃO;CIBELE CRISTINA OLIVEIRA DA SILVA;-34.93818;-8.08357
5;1;ESCOLA MUNICIPAL;269;SANTA EDWIGES;26123100;JURITI;41;779;AFOGADOS;202,5;143;10;8;SIM;;NÃO;NÃO;NÃO;NÃO;ALANA BARRETO LOPES;-34.90728;-8.06992
5;1;ESCOLA MUNICIPAL;081;SANTO ANTONIO DO CACOTE;26123673;GUARACI;16;850;AREIAS;209;178;14;11;SIM;;NÃO;NÃO;SIM;NÃO;MARIA DO SOCORRO DOS SANTOS MACHADO;-34.92986;-8.10026
5;1;ESCOLA MUNICIPAL;083;VILA SAO MIGUEL;26123126;RUBIACEA;147;779;AFOGADOS;619,9;398;18;14;SIM;;NÃO;NÃO;SIM;SIM;ELAINE ROZENTAL DE BRITO;-34.9127;-8.08414
5;1;ESCOLA MUNICIPAL;182;WALDEMAR VALENTE;26124076;GASTAO DE CARVALHO;360;752;CURADO;534,2;297;14;13;SIM;16/2/2017;NÃO;SIM;SIM;SIM;SUELY PEREIRA BELTRAO;-34.94753;-8.07609
5;2;CRECHE MUNICIPAL;548;BIDO KRAUSE;26148145;ONZE DE AGOSTO;S/N;914;TOTO;1072;95;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;ISABELLE CRISTINE FERREIRA MEDINO;-34.96972;-8.07975
5;2;CRECHE MUNICIPAL;524;CRECHE MUNICIPAL CHICO MENDES;26167859;SINDICATO DOS VIGILANTES;633;841;CACOTE;98,4;30;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;JOSE ALYSON LOPES DE OLIVEIRA;-34.93203;-8.10155
5;2;CRECHE MUNICIPAL;537;CRECHE MUNICIPAL NOVO HORIZONTE;26153394;JOSE BEZERRA CAVALCANTI;244;787;MUSTARDINHA;;60;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;ALZIRA CRISTINA MELO;-34.92095;-8.07116
5;2;CRECHE MUNICIPAL;986;DE AFOGADOS;26156792;CERRO NEGRO;215;779;AFOGADOS;571,8;174;9;6;NÂO;;NÃO;NÃO;SIM;NÃO;JANAINA AUGUSTA DE LIMA AIROLA;-34.91156;-8.08433
5;2;CRECHE MUNICIPAL;988;DO BONGI;26156725;MAJOR MARIO PORTELA;S/N;809;BONGI;453,6;164;7;7;SIM;19/6/2017;NÃO;NÃO;SIM;NÃO;YJANUI DE LOURDES LEAL HELIODORO CALIXTO;-34.91534;-8.06676
5;2;CRECHE MUNICIPAL;535;FUTURO DO AMANHA;26153254;APULCRU DE ASSUNCAO;686;817;SAN MARTIN;307,1;76;4;4;NÂO;12/4/2017;NÃO;NÃO;NÃO;NÃO;ANA PAULA DO CARMO DE SANTANA;-34.92972;-8.07302
5;2;CRECHE MUNICIPAL;476;ISABEL SILVANA DE MELO;26186330;AVENIDA DOZE DE JUNHO;SN;876;BARRO;;57;4;4;NÂO;16/4/2018;NÃO;NÃO;NÃO;NÃO;KATIA MARIA CARNEIRO CAMILO;-34.95416;-8.10906
5;2;CRECHE MUNICIPAL;505;RECIFE 2000;26153130;RIO SOLIMOES;S/N;850;AREIAS;472;160;10;9;NÂO;;NÃO;NÃO;NÃO;SIM;FABIANA MIRANDA MISAEL;-34.93726;-8.09753
5;5;CMEI;987;DA MANGUEIRA;26156776;21 DE ABRIL;1555;795;MANGUEIRA;499,5;119;6;5;NÂO;;NÃO;NÃO;SIM;NÃO;SANDRA CRISTINA DE SOUZA GAMBOA;-34.92133;-8.07481
5;5;CMEI;551;NOSSO SENHOR JESUS DO BONFIM;26153262;TEIXEIRA DE MELO;56;833;ESTANCIA;625;119;6;5;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA AMANDA VITORINO DA SILVA;-34.93063;-8.08122
5;8;CRECHE ESC.RECIFE;603;CRECHE ESCOLA RECIFE DA ESTANCIA;26190923;PROFESSOR CALDAS FILHO;186;833;ESTANCIA;;218;10;8;NÂO;;NÃO;NÃO;NÃO;SIM;ALBA VALERIA DE LIMA FALCAO BEZERRA;-34.928552;-8.0853
5;8;CRECHE ESC.RECIFE;439;CRECHE ESCOLA RECIFE GOVERNADOR MIGUEL ARRAES;26185180;DOUTOR GIL RODRIGUES DOS SANTOS;10;850;AREIAS;;293;17;12;NÂO;;NÃO;NÃO;SIM;SIM;ELIZABETH SANTIAGO MOURA;-34.92381;-8.09583
5;8;CRECHE ESC.RECIFE;454;DO IRAQUE;26184648;HAVAI;S/N;833;ESTANCIA;;120;8;7;NÂO;9/4/2018;NÃO;NÃO;NÃO;SIM;RAYANE FERREIRA CABRAL DE AZEVEDO;-34.92962;-8.08746
5;8;CRECHE ESC.RECIFE;492;MAURICEIA DA SILVA DIAS;26188368;PRESIDENTE MEDICI;35;876;BARRO;;162;8;6;NÂO;;NÃO;NÃO;SIM;NÃO;GLAYCE KARINY GONCALVES SILVA FERREIRA;;
5;8;CRECHE ESC.RECIFE;474;PRESIDENTE TANCREDO NEVES;26186322;DOUTOR JOSE RUFINO;1848;876;BARRO;;238;11;11;NÂO;;NÃO;NÃO;SIM;NÃO;SEVERINO RAFAEL DA SILVA;-34.93918;-8.09233
6;1;ESCOLA MUNICIPAL;146;ABILIO GOMES;26124092;BRUNO VELOZO;S/N;205;BOA VIAGEM;325,6;305;16;13;NÂO;12/12/2017;NÃO;NÃO;NÃO;NÃO;MARTA BEATRIZ DE ARAUJO;-34.90688;-8.12097
6;1;ESCOLA MUNICIPAL;144;ARTISTA PLASTICO CICERO DIAS;26171716;JOAO JOAQUIM DE MELO FILHO;290;884;COHAB;133;466;24;22;NÂO;4/5/2017;NÃO;NÃO;SIM;NÃO;MARIA INEZ DA SILVA;-34.94963;-8.13238
6;1;ESCOLA MUNICIPAL;967;ASA BRANCA;26170639;MARIA ADELAIDE CASTELO BRANCO;55;884;COHAB;250,9;292;12;9;NÂO;28/8/2017;NÃO;SIM;SIM;NÃO;MARIA VILMA PERAZZO LEITE;-34.9493;-8.12412
6;1;ESCOLA MUNICIPAL;183;BEATO EUGENIO MAZENOD;26124467;LUXEMBURGO;303;264;IMBIRIBEIRA;541,6;331;15;11;SIM;;NÃO;NÃO;NÃO;NÃO;RUTH HELENA REINAUX DA SILVA;-34.91356;-8.10158
6;1;ESCOLA MUNICIPAL;107;CAPELA SANTO ANTONIO;26124483;SAO MARCOS;S/N;264;IMBIRIBEIRA;1420,7;145;10;7;NÂO;;NÃO;NÃO;NÃO;NÃO;WALKIRIA REJANE QUEIROZ ALVES DE GOIS;-34.90228;-8.08714
6;1;ESCOLA MUNICIPAL;997;CARLUCIO DE SOUZA CASTANHA JUNIOR;26171767;PERNAMBUCO;S/N;884;COHAB;1590,3;555;26;16;NÂO;;NÃO;NÃO;SIM;SIM;AGUINALDO GOMES DA SILVA FILHO;-34.94649;-8.12135
6;1;ESCOLA MUNICIPAL;016;CICERO FRANKLIN CORDEIRO;26124513;FELIPE DOS SANTOS;111;884;COHAB;1420,7;652;27;21;NÂO;14/2/2017;NÃO;SIM;SIM;SIM;BRUNO JUNIOR PAZ BARRETO;-34.95493;-8.13614
6;1;ESCOLA MUNICIPAL;037;CLARICE LISPECTOR;26190079;;S/N;213;IPSEP;;319;18;11;NÂO;;SIM;NÃO;SIM;SIM;DANIELLA CARLA JERONIMO DA SILVA;-34.92542;-8.1037
6;1;ESCOLA MUNICIPAL;213;CRISTIANO CORDEIRO;26133837;SANTOS;S/N;884;COHAB;1061,3;541;27;19;NÂO;;NÃO;NÃO;SIM;SIM;SANDRA MARIA ALBUQUERQUE GASPAR DE OLIVEIRA;-34.95374;-8.11499
6;1;ESCOLA MUNICIPAL;116;DE DOIS RIOS;26119129;IRMA MARIA EVANGELISTA;83;884;COHAB;703,9;308;17;13;SIM;28/8/2017;NÃO;NÃO;SIM;NÃO;CARLA CRISTIANE ALEXANDRE FERREIRA;-34.94465;-8.12692
6;1;ESCOLA MUNICIPAL;374;DEPUTADO EDSON CANTARELLI;26158329;RUBINEIA;49;230;IBURA;603,1;325;21;17;SIM;28/6/2017;NÃO;NÃO;SIM;SIM;ANDREA MARIA LINS DOS SANTOS BEZERRA;-34.93864;-8.1299
6;1;ESCOLA MUNICIPAL;033;DO JORDAO;26120704;SILVA JARDIM;175;221;JORDAO;397,8;242;14;12;NÂO;;NÃO;NÃO;SIM;NÃO;CRISTIANE MORAIS DA COSTA;-34.92899;-8.13902
6;1;ESCOLA MUNICIPAL;105;DO LEAO;26120712;BRUNO VELOSO;300;205;BOA VIAGEM;412;220;12;11;NÂO;;NÃO;NÃO;NÃO;NÃO;WANUSIA DE OLIVEIRA SILVA LIMA;-34.89878;-8.12157
6;1;ESCOLA MUNICIPAL;435;DONA LUCI SILVA LIMA;26181940;MONACO;1138;264;IMBIRIBEIRA;850;149;10;7;SIM;27/4/2017;NÃO;NÃO;NÃO;NÃO;HERMINIA LUISA CALADO GALINDO;-34.91667;-8.09875
6;1;ESCOLA MUNICIPAL;298;EDUCADOR PAULO FREIRE;26148161;GENERAL BENTO DA GAMA;301;213;IPSEP;1499,8;558;30;19;NÂO;;SIM;NÃO;SIM;SIM;PATRICIA CHAVES DA SILVA;-34.92373;-8.11032
6;1;ESCOLA MUNICIPAL;028;ENGENHEIRO GUILHERME DINIZ;26120607;TEREZA MARGARIDA;S/N;230;IBURA;860;460;24;19;NÂO;14/2/2017;NÃO;NÃO;SIM;SIM;ALESSANDRA MARIA MARQUES CUNHA GUIMARAES;-34.96153;-8.13425
6;1;ESCOLA MUNICIPAL;309;ENGENHEIRO HENOCH COUTINHO DE MELO;26155869;DAS OFICINAS;12;248;PINA;1090;365;20;13;NÂO;;NÃO;NÃO;SIM;SIM;ROBERTA FRAGA GAMEIRO;-34.88375;-8.08488
6;1;ESCOLA MUNICIPAL;114;ENGENHEIRO UMBERTO GONDIM;26120674;IVONETE FERREIRA DA SILVA;13;248;PINA;836,7;472;24;18;NÂO;;NÃO;NÃO;SIM;NÃO;ROSEANE MARIA COUTO DA SILVA;-34.88421;-8.0847
6;1;ESCOLA MUNICIPAL;447;ESCRITOR JOSUE DE CASTRO;26124955;CARAPEBA;S/N;256;BRASILIA TEIMOSA;;199;10;6;NÂO;;NÃO;NÃO;SIM;SIM;KELLY NASCIMENTO DE GOES CAVALCANTI;-34.88195;-8.08436
6;1;ESCOLA MUNICIPAL;249;FERNANDO SANTA CRUZ;26132643;BOANERGES PEREIRA;437;221;JORDAO;260;132;7;6;NÂO;;NÃO;NÃO;NÃO;SIM;IVANEIDE FERREIRA DE PAULA;-34.9413;-8.1373
6;1;ESCOLA MUNICIPAL;245;FLORESTAN FERNANDES;26139090;RIO NOVO DO SUL;541;230;IBURA;1308,7;814;32;38;NÂO;22/2/2017;NÃO;NÃO;SIM;NÃO;ANA KARLA PEREIRA DA SILVA;-34.94247;-8.11578
6;1;ESCOLA MUNICIPAL;141;FUTURO FELIZ;26124610;IBIRAJUBA;440;230;IBURA;598,4;224;12;7;NÂO;;NÃO;NÃO;NÃO;NÃO;ARELI DA MOTA CUNHA;-34.95554;-8.1265
6;1;ESCOLA MUNICIPAL;926;IBURA DE BAIXO;26168227;RIO NOVO DO SUL;498;230;IBURA;348;315;16;12;NÂO;22/2/2017;NÃO;NÃO;NÃO;SIM;MERCIA GOMES DE MOURA;-34.94276;-8.11476
6;1;ESCOLA MUNICIPAL;069;INES SOARES DE LIMA;26134010;14 DE NOVEMBRO;S/N;264;IMBIRIBEIRA;450,3;242;14;10;SIM;;NÃO;NÃO;SIM;SIM;KEYLA MARIA BELTRAO DE SOUZA;-34.91247;-8.12066
6;1;ESCOLA MUNICIPAL;148;JARDIM MAURICEIA;26125480;NICOLAU COPERNICO;1107;264;IMBIRIBEIRA;500,9;196;15;13;NÂO;;NÃO;SIM;NÃO;SIM;CLAUDIA MARIA FELIPE DE ALMEIDA;-34.91488;-8.08937
6;1;ESCOLA MUNICIPAL;963;JARDIM MONTE VERDE;26170663;CHAPADA DO ARARIPE;51;884;COHAB;131,7;573;26;18;NÂO;;NÃO;NÃO;SIM;SIM;MARIA BERNADETE DA SILVA;-34.95868;-8.11694
6;1;ESCOLA MUNICIPAL;246;JORDAO BAIXO;26132635;GOVERNADOR ROBERTO SILVEIRA;51;221;JORDAO;490,5;86;6;3;SIM;28/6/2017;NÃO;NÃO;NÃO;SIM;TEREZINHA DE JESUS DE SOUZA GOMES;-34.93878;-8.13097
6;1;ESCOLA MUNICIPAL;372;JOSE MUCIO MONTEIRO;26164361;JOAO RIO BRANCO DE LIMA;125;884;COHAB;587,5;216;14;11;NÂO;10/2/2017;NÃO;NÃO;SIM;SIM;SANDRA VERONICA BARBOSA;-34.95291;-8.12746
6;1;ESCOLA MUNICIPAL;110;KARLA PATRICIA;26134002;PROFESSOR EDUARDO WANDERLEY FILHO;700;205;BOA VIAGEM;1711,9;618;33;28;NÂO;4/4/2018;SIM;NÃO;SIM;SIM;CHRISTIANE MARINHO DA SILVA;-34.89594;-8.10903
6;1;ESCOLA MUNICIPAL;082;LAGOA ENCANTADA;26124114;DOUTOR BENIGNO JORDAO DE VASCONCELOS;S/N;884;COHAB;355,8;198;11;10;SIM;;SIM;NÃO;SIM;NÃO;SILEIDE MARIA GONCALVES DO NASCIMENTO;-34.95083;-8.12305
6;1;ESCOLA MUNICIPAL;015;LUIZ VAZ DE CAMOES;26119927;ERVAL;508;213;IPSEP;815,9;550;17;17;NÂO;;SIM;NÃO;SIM;SIM;JOAO MARCELINO DA COSTA MELO;-34.92133;-8.11025
6;1;ESCOLA MUNICIPAL;956;MAESTRO NELSON FERREIRA;26170671;AVELINO CHAVES;176;230;IBURA;262;130;6;3;SIM;;NÃO;NÃO;SIM;NÃO;CAMILLA VERUSKA SILVA REIS;-34.93585;-8.12546
6;1;ESCOLA MUNICIPAL;026;MARGARIDA SERPA COSSART;26124700;MECEJANA;09;884;COHAB;268,1;254;14;12;NÂO;6/2/2017;NÃO;NÃO;NÃO;NÃO;ANA MARIA FEITOSA APOLINARIO ROSAS;-34.95561;-8.11997
6;1;ESCOLA MUNICIPAL;031;MARIA ADELAIDE DE BARROS;26124688;ALTO ERVAL NOVO;S/N;884;COHAB;570,8;331;16;12;NÂO;14/2/2017;SIM;NÃO;NÃO;SIM;LEILA MARIA DE ALMEIDA SILVA PESSOA;-34.95336;-8.13887
6;1;ESCOLA MUNICIPAL;010;MARIA DE SAMPAIO LUCENA;26124556;PERNAMBUCO;S/N;884;COHAB;1162,9;440;15;17;NÂO;;SIM;NÃO;SIM;SIM;AMARO ANTONIO DA SILVA;-34.94625;-8.12099
6;1;ESCOLA MUNICIPAL;511;MENINO JESUS;26124840;DOMINGOS FERREIRA;S/N;248;PINA;240,2;148;8;6;NÂO;;NÃO;NÃO;NÃO;SIM;EROFLIM JOAO DE QUEIROZ;-34.887;-8.10028
6;1;ESCOLA MUNICIPAL;424;MILTON ALMEIDA DOS SANTOS;26419726;ITAUBA 2;227;264;IMBIRIBEIRA;290;136;12;10;NÂO;;NÃO;NÃO;SIM;NÃO;ROSANGELA GUSMAO DE SOUZA CORDEIRO;-34.90979;-8.11021
6;1;ESCOLA MUNICIPAL;150;NOSSA SENHORA DA PENHA;26134049;FRANCISCO DE BARROS BARRETO;109;205;BOA VIAGEM;344,6;253;13;12;NÂO;15/6/2017;NÃO;NÃO;SIM;NÃO;ALEXANDRA LIMA DA PAIXAO STURIALE;-34.90474;-8.12981
6;1;ESCOLA MUNICIPAL;112;NOVO PINA;26119994;EURICO VITRUVIO;236;248;PINA;494,1;482;23;19;NÂO;;SIM;NÃO;SIM;SIM;WALESKA BASTOS BARROS;-34.88789;-8.09227
6;1;ESCOLA MUNICIPAL;121;OSWALDO LIMA FILHO;26125510;ENGENHEIRO DOMINGOS FERREIRA;1040;248;PINA;1396;612;30;30;NÂO;;SIM;NÃO;SIM;SIM;ELMA MARIA DOS PRAZERES MOTA CAVALCANTI;-34.88687;-8.09887
6;1;ESCOLA MUNICIPAL;070;PAIS E FILHOS;26125528;DANCING DAYS;21;264;IMBIRIBEIRA;500,1;374;19;12;SIM;27/4/2017;NÃO;NÃO;NÃO;NÃO;EVELINE BEZERRIL CAMPOS FELL;-34.91801;-8.10386
6;1;ESCOLA MUNICIPAL;348;PASTOR JOSE MUNGUBA SOBRINHO;26157888;SILVA JARDIM;145;221;JORDAO;620;305;16;12;NÂO;;NÃO;NÃO;SIM;NÃO;ROSINALVA MONTEIRO DA SILVA;-34.9287;-8.1395
6;1;ESCOLA MUNICIPAL;491;PAZ E AMOR;26187957;JORNALISTA EDSOU REGIS;216;230;IBURA;;132;10;6;NÂO;;NÃO;NÃO;NÃO;NÃO;OZANIRA MARIA PEREIRA GOMES DA SILVA;-34.93013;-8.11401
6;1;ESCOLA MUNICIPAL;106;PINTOR LULA CARDOSO AYRES;26132249;DR ALVARO FERRAZ;594;221;JORDAO;465,6;274;16;10;NÂO;;NÃO;NÃO;SIM;SIM;FLORISMAM LIMA DE OLIVEIRA;-34.93793;-8.13119
6;1;ESCOLA MUNICIPAL;928;POETA JOAO CABRAL DE MELO NETO;26168138;ENCANTA MOCA;377;248;PINA;596,3;319;16;14;SIM;;NÃO;NÃO;NÃO;SIM;CINTHIA FERREIRA DA SILVA;-34.88595;-8.09165
6;1;ESCOLA MUNICIPAL;164;POETA PAULO BANDEIRA DA CRUZ;26125544;DAS PANELAS;28;884;COHAB;1572,5;512;26;18;SIM;6/2/2017;NÃO;NÃO;NÃO;SIM;MARIA ANDREZA CABRAL DA SILVA;-34.95548;-8.12192
6;1;ESCOLA MUNICIPAL;108;PROF JOSE LOURENCO DE LIMA;26125560;NOVA AMERICA;168;230;IBURA;950,9;389;19;13;NÂO;;NÃO;NÃO;SIM;SIM;ANA MARIA TRAJANO DE VASCONCELOS;-34.94104;-8.12213
6;1;ESCOLA MUNICIPAL;032;PROFESSOR ADAUTO PONTES;26125552;SERTANIA;35;221;JORDAO;573;268;12;6;NÂO;;NÃO;NÃO;NÃO;SIM;SIMONE SIQUEIRA FRANKLIN;-34.9448;-8.13541
6;1;ESCOLA MUNICIPAL;336;PROFESSOR ENALDO MANOEL DE SOUZA;26153297;JURACY CAMARGO;S/N;221;JORDAO;1511,2;446;21;13;NÂO;;NÃO;NÃO;SIM;SIM;AMANDA LIZETE ARAUJO ROCHA;-34.94008;-8.1349
6;1;ESCOLA MUNICIPAL;373;PROFESSOR JULIO DE OLIVEIRA;26158299;DEZESSEIS;S/N;264;IMBIRIBEIRA;1889,8;454;22;15;NÂO;;NÃO;SIM;SIM;NÃO;IZABEL CRISTINA DOS SANTOS SOARES SANTANA;-34.90866;-8.09935
6;1;ESCOLA MUNICIPAL;127;PROFESSOR MANOEL TORRES;26124661;JOAQUIM PINHEIRO;225;264;IMBIRIBEIRA;305,1;559;26;21;SIM;;NÃO;NÃO;SIM;SIM;ADELIA XIMENES SALES DA PAZ;-34.91132;-8.12672
6;1;ESCOLA MUNICIPAL;375;PROFESSOR ORLANDO PARAHYM;26158370;SOLDADO VIRGILIO LUCIO;104;884;COHAB;430,7;204;12;10;NÂO;;NÃO;NÃO;NÃO;NÃO;ROSANGELA CRISTINE JARDIM DE LIMA;-34.94729;-8.12759
6;1;ESCOLA MUNICIPAL;188;PROFESSOR SIMOES BARBOSA;26124815;DOIS RIOS;S/N;230;IBURA;966,1;630;31;21;SIM;;NÃO;NÃO;NÃO;SIM;SILVIA PATRICIA BEZERRA ROCHA;-34.93976;-8.11504
6;1;ESCOLA MUNICIPAL;341;PROFESSOR SOLANO MAGALHAES;26154820;JEMIL ASFORA;S/N;248;PINA;1161,1;373;23;19;NÂO;;SIM;NÃO;SIM;SIM;MARIA DA CONCEICAO CUNHA CORDEIRO DE MELO;-34.89345;-8.0879
6;1;ESCOLA MUNICIPAL;088;PROFESSORA SONIA MARIA DE ARAUJO SOUZA;26120585;BODOCO;2526;221;JORDAO;374,6;197;14;13;NÂO;;NÃO;NÃO;SIM;NÃO;GENEDI MARIA DA SILVA;-34.94257;-8.13698
6;1;ESCOLA MUNICIPAL;186;SAO FRANCISCO DE ASSIS;26125579;COSMORAMA;900;205;BOA VIAGEM;465,9;258;18;15;SIM;6/9/2017;NÃO;NÃO;NÃO;NÃO;MARIA GORETH NUNES DE OLIVEIRA;-34.91281;-8.14522
6;1;ESCOLA MUNICIPAL;360;SERRA DA PRATA;26167808;PESSEGUEIROS;20;884;COHAB;164;137;10;7;NÂO;10/2/2017;NÃO;NÃO;NÃO;NÃO;ELAINE JAQUELINE DIAS DA SILVA SANTOS;-34.95465;-8.13126
6;1;ESCOLA MUNICIPAL;247;SEVERINA BERNADETE TEIXEIRA;26134067;IBICARE;120;884;COHAB;718;340;16;11;SIM;;NÃO;NÃO;NÃO;NÃO;WAGNER DE ASSIS BATISTA;-34.95666;-8.12467
6;1;ESCOLA MUNICIPAL;025;TRES CARNEIROS;26119196;IBIRAJA;12;884;COHAB;563,5;318;15;14;SIM;6/9/2017;NÃO;NÃO;SIM;NÃO;EDNA FELIX DA SILVA;-34.9599;-8.12552
6;1;ESCOLA MUNICIPAL;929;UR 05;26167840;DESEMBARGADOR THOMAZ CYRILO WANDERLEY;48;884;COHAB;178,1;197;12;10;NÂO;4/5/2017;NÃO;NÃO;NÃO;SIM;MANALI CLEMENTINA DOS SANTOS;-34.95039;-8.13367
